263 steps found in LR directions.
GSC CLG RPF
Found ( BKV , NMK )
New curr NMK after R and step 225
Found ( PSR , NKS )
New curr PSR after L and step 226
Found ( DHF , FPL )
New curr DHF after L and step 227
Found ( VQV , SDB )
New curr SDB after R and step 228
Found ( RFL , BPB )
New curr BPB after R and step 229
Found ( DMH , NNT )
New curr DMH after L and step 230
Found ( BSR , FQV )
New curr FQV after R and step 231
Found ( HKH , VRD )
New curr VRD after R and step 232
Found ( TJN , FGM )
New curr FGM after R and step 233
Found ( PJB , NTQ )
New curr PJB after L and step 234
Found ( RMN , HLB )
New curr HLB after R and step 235
Found ( XHH , XNC )
New curr XNC after R and step 236
Found ( LTX , PHJ )
New curr LTX after L and step 237
Found ( XFB , CGP )
New curr CGP after R and step 238
Found ( NKP , FBF )
New curr NKP after L and step 239
Found ( XCH , XNH )
New curr XNH after R and step 240
Found ( JJJ , DHC )
New curr DHC after R and step 241
Found ( QGV , FNH )
New curr FNH after R and step 242
Found ( KQV , RFD )
New curr KQV after L and step 243
Found ( QRN , KDK )
New curr KDK after R and step 244
Found ( XSG , LHL )
New curr LHL after R and step 245
Found ( HSC , LBV )
New curr HSC after L and step 246
Found ( STJ , HHF )
New curr HHF after R and step 247
Found ( XQC , GSF )
New curr GSF after R and step 248
Found ( KPM , DRC )
New curr DRC after R and step 249
Found ( RBC , THN )
New curr RBC after L and step 250
Found ( DVT , QVH )
New curr QVH after R and step 251
Found ( LCB , NMB )
New curr NMB after R and step 252
Found ( QRQ , DGD )
New curr QRQ after L and step 253
Found ( NTG , MTL )
New curr NTG after L and step 254
Found ( DPX , CBV )
New curr CBV after R and step 255
Found ( CGB , PGV )
New curr PGV after R and step 256
Found ( VCG , VXJ )
New curr VCG after L and step 257
Found ( VDG , LBP )
New curr VDG after L and step 258
Found ( MCK , PCJ )
New curr MCK after L and step 259
Found ( NJD , XDX )
New curr XDX after R and step 260
Found ( HPH , VFJ )
New curr VFJ after R and step 261
Found ( HHJ , VKM )
New curr VKM after R and step 262
Found ( QFF , NLD )
New curr NLD after R and step 263
Found ( VCM , NTD )
New curr VCM after L and step 264
Found ( QVX , RTD )
New curr RTD after R and step 265
Found ( KBS , GDV )
New curr GDV after R and step 266
Found ( TQH , VRC )
New curr TQH after L and step 267
Found ( KJG , MQD )
New curr KJG after L and step 268
Found ( JNF , LSR )
New curr LSR after R and step 269
Found ( FFJ , DMT )
New curr DMT after R and step 270
Found ( RHS , JNG )
New curr RHS after L and step 271
Found ( KBM , KLG )
New curr KBM after L and step 272
Found ( PCV , DBP )
New curr DBP after R and step 273
Found ( RMQ , NMT )
New curr NMT after R and step 274
Found ( JST , CCV )
New curr CCV after R and step 275
Found ( JFH , QNK )
New curr JFH after L and step 276
Found ( TCH , DCB )
New curr DCB after R and step 277
Found ( FRB , TDN )
New curr FRB after L and step 278
Found ( BBD , TPB )
New curr TPB after R and step 279
Found ( MQR , JXH )
New curr JXH after R and step 280
Found ( VRG , BRX )
New curr VRG after L and step 281
Found ( PFM , PFM )
New curr PFM after R and step 282
Found ( GTF , GTF )
New curr GTF after L and step 283
Found ( QTJ , QTJ )
New curr QTJ after R and step 284
Found ( TVT , NBP )
New curr TVT after L and step 285
Found ( GKC , HKC )
New curr HKC after R and step 286
Found ( NDF , QGS )
New curr QGS after R and step 287
Found ( RTX , PLK )
New curr RTX after L and step 288
Found ( RJR , JJF )
New curr JJF after R and step 289
Found ( DNT , BNG )
New curr DNT after L and step 290
Found ( KLS , RNC )
New curr RNC after R and step 291
Found ( SMQ , FPM )
New curr SMQ after L and step 292
Found ( HJP , LRR )
New curr LRR after R and step 293
Found ( KGF , SRS )
New curr KGF after L and step 294
Found ( MRL , VKB )
New curr MRL after L and step 295
Found ( BKV , NMK )
New curr BKV after L and step 296
Found ( PSR , NKS )
New curr NKS after R and step 297
Found ( FPL , DHF )
New curr DHF after R and step 298
Found ( VQV , SDB )
New curr SDB after R and step 299
Found ( RFL , BPB )
New curr RFL after L and step 300
Found ( NNT , DMH )
New curr DMH after R and step 301
Found ( BSR , FQV )
New curr BSR after L and step 302
Found ( VRD , HKH )
New curr HKH after R and step 303
Found ( FGM , TJN )
New curr TJN after R and step 304
Found ( PJB , NTQ )
New curr PJB after L and step 305
Found ( RMN , HLB )
New curr RMN after L and step 306
Found ( XHH , XNC )
New curr XNC after R and step 307
Found ( LTX , PHJ )
New curr LTX after L and step 308
Found ( XFB , CGP )
New curr CGP after R and step 309
Found ( NKP , FBF )
New curr FBF after R and step 310
Found ( XCH , XNH )
New curr XNH after R and step 311
Found ( JJJ , DHC )
New curr JJJ after L and step 312
Found ( FNH , QGV )
New curr QGV after R and step 313
Found ( RFD , KQV )
New curr KQV after R and step 314
Found ( QRN , KDK )
New curr KDK after R and step 315
Found ( XSG , LHL )
New curr XSG after L and step 316
Found ( LBV , HSC )
New curr HSC after R and step 317
Found ( STJ , HHF )
New curr STJ after L and step 318
Found ( GSF , XQC )
New curr XQC after R and step 319
Found ( KPM , DRC )
New curr KPM after L and step 320
Found ( RBC , THN )
New curr THN after R and step 321
Found ( QVH , DVT )
New curr DVT after R and step 322
Found ( NMB , LCB )
New curr LCB after R and step 323
Found ( DGD , QRQ )
New curr DGD after L and step 324
Found ( MTL , NTG )
New curr MTL after L and step 325
Found ( DPX , CBV )
New curr CBV after R and step 326
Found ( CGB , PGV )
New curr PGV after R and step 327
Found ( VCG , VXJ )
New curr VCG after L and step 328
Found ( VDG , LBP )
New curr VDG after L and step 329
Found ( MCK , PCJ )
New curr PCJ after R and step 330
Found ( XDX , NJD )
New curr XDX after L and step 331
Found ( HPH , VFJ )
New curr VFJ after R and step 332
Found ( HHJ , VKM )
New curr HHJ after L and step 333
Found ( QFF , NLD )
New curr NLD after R and step 334
Found ( VCM , NTD )
New curr NTD after R and step 335
Found ( RTD , QVX )
New curr QVX after R and step 336
Found ( KBS , GDV )
New curr KBS after L and step 337
Found ( VRC , TQH )
New curr TQH after R and step 338
Found ( KJG , MQD )
New curr KJG after L and step 339
Found ( JNF , LSR )
New curr JNF after L and step 340
Found ( FFJ , DMT )
New curr DMT after R and step 341
Found ( RHS , JNG )
New curr JNG after R and step 342
Found ( KBM , KLG )
New curr KLG after R and step 343
Found ( DBP , PCV )
New curr DBP after L and step 344
Found ( RMQ , NMT )
New curr NMT after R and step 345
Found ( JST , CCV )
New curr JST after L and step 346
Found ( JFH , QNK )
New curr JFH after L and step 347
Found ( TCH , DCB )
New curr DCB after R and step 348
Found ( FRB , TDN )
New curr FRB after L and step 349
Found ( BBD , TPB )
New curr TPB after R and step 350
Found ( MQR , JXH )
New curr JXH after R and step 351
Found ( VRG , BRX )
New curr BRX after R and step 352
Found ( PFM , JTS )
New curr PFM after L and step 353
Found ( GTF , GTF )
New curr GTF after R and step 354
Found ( QTJ , QTJ )
New curr QTJ after L and step 355
Found ( TVT , NBP )
New curr NBP after R and step 356
Found ( GKC , HKC )
New curr HKC after R and step 357
Found ( NDF , QGS )
New curr QGS after R and step 358
Found ( RTX , PLK )
New curr RTX after L and step 359
Found ( RJR , JJF )
New curr JJF after R and step 360
Found ( DNT , BNG )
New curr BNG after R and step 361
Found ( RNC , KLS )
New curr KLS after R and step 362
Found ( FPM , SMQ )
New curr FPM after L and step 363
Found ( LRR , HJP )
New curr LRR after L and step 364
Found ( KGF , SRS )
New curr SRS after R and step 365
Found ( MRL , VKB )
New curr VKB after R and step 366
Found ( NMK , BKV )
New curr BKV after R and step 367
Found ( PSR , NKS )
New curr PSR after L and step 368
Found ( DHF , FPL )
New curr DHF after L and step 369
Found ( VQV , SDB )
New curr SDB after R and step 370
Found ( RFL , BPB )
New curr BPB after R and step 371
Found ( DMH , NNT )
New curr NNT after R and step 372
Found ( BSR , FQV )
New curr BSR after L and step 373
Found ( VRD , HKH )
New curr HKH after R and step 374
Found ( FGM , TJN )
New curr TJN after R and step 375
Found ( PJB , NTQ )
New curr PJB after L and step 376
Found ( RMN , HLB )
New curr HLB after R and step 377
Found ( XHH , XNC )
New curr XNC after R and step 378
Found ( LTX , PHJ )
New curr PHJ after R and step 379
Found ( XFB , CGP )
New curr XFB after L and step 380
Found ( NKP , FBF )
New curr NKP after L and step 381
Found ( XCH , XNH )
New curr XNH after R and step 382
Found ( JJJ , DHC )
New curr DHC after R and step 383
Found ( QGV , FNH )
New curr FNH after R and step 384
Found ( KQV , RFD )
New curr KQV after L and step 385
Found ( QRN , KDK )
New curr KDK after R and step 386
Found ( XSG , LHL )
New curr LHL after R and step 387
Found ( HSC , LBV )
New curr HSC after L and step 388
Found ( STJ , HHF )
New curr HHF after R and step 389
Found ( XQC , GSF )
New curr GSF after R and step 390
Found ( KPM , DRC )
New curr KPM after L and step 391
Found ( RBC , THN )
New curr THN after R and step 392
Found ( QVH , DVT )
New curr DVT after R and step 393
Found ( NMB , LCB )
New curr NMB after L and step 394
Found ( QRQ , DGD )
New curr QRQ after L and step 395
Found ( NTG , MTL )
New curr MTL after R and step 396
Found ( DPX , CBV )
New curr DPX after L and step 397
Found ( CGB , PGV )
New curr PGV after R and step 398
Found ( VCG , VXJ )
New curr VXJ after R and step 399
Found ( LBP , VDG )
New curr LBP after L and step 400
Found ( PCJ , MCK )
New curr MCK after R and step 401
Found ( NJD , XDX )
New curr XDX after R and step 402
Found ( HPH , VFJ )
New curr HPH after L and step 403
Found ( HHJ , VKM )
New curr VKM after R and step 404
Found ( QFF , NLD )
New curr NLD after R and step 405
Found ( VCM , NTD )
New curr NTD after R and step 406
Found ( RTD , QVX )
New curr RTD after L and step 407
Found ( KBS , GDV )
New curr GDV after R and step 408
Found ( TQH , VRC )
New curr TQH after L and step 409
Found ( KJG , MQD )
New curr MQD after R and step 410
Found ( JNF , LSR )
New curr JNF after L and step 411
Found ( FFJ , DMT )
New curr DMT after R and step 412
Found ( RHS , JNG )
New curr RHS after L and step 413
Found ( KBM , KLG )
New curr KLG after R and step 414
Found ( DBP , PCV )
New curr DBP after L and step 415
Found ( RMQ , NMT )
New curr NMT after R and step 416
Found ( JST , CCV )
New curr JST after L and step 417
Found ( JFH , QNK )
New curr QNK after R and step 418
Found ( TCH , DCB )
New curr DCB after R and step 419
Found ( FRB , TDN )
New curr TDN after R and step 420
Found ( TPB , BBD )
New curr TPB after L and step 421
Found ( MQR , JXH )
New curr MQR after L and step 422
Found ( VRG , BRX )
New curr BRX after R and step 423
Found ( PFM , JTS )
New curr PFM after L and step 424
Found ( GTF , GTF )
New curr GTF after R and step 425
Found ( QTJ , QTJ )
New curr QTJ after R and step 426
Found ( TVT , NBP )
New curr TVT after L and step 427
Found ( GKC , HKC )
New curr HKC after R and step 428
Found ( NDF , QGS )
New curr NDF after L and step 429
Found ( PLK , RTX )
New curr RTX after R and step 430
Found ( RJR , JJF )
New curr JJF after R and step 431
Found ( DNT , BNG )
New curr DNT after L and step 432
Found ( KLS , RNC )
New curr KLS after L and step 433
Found ( FPM , SMQ )
New curr SMQ after R and step 434
Found ( HJP , LRR )
New curr LRR after R and step 435
Found ( KGF , SRS )
New curr KGF after L and step 436
Found ( MRL , VKB )
New curr MRL after L and step 437
Found ( BKV , NMK )
New curr NMK after R and step 438
Found ( PSR , NKS )
New curr PSR after L and step 439
Found ( DHF , FPL )
New curr FPL after R and step 440
Found ( SDB , VQV )
New curr VQV after R and step 441
Found ( BPB , RFL )
New curr BPB after L and step 442
Found ( DMH , NNT )
New curr NNT after R and step 443
Found ( BSR , FQV )
New curr FQV after R and step 444
Found ( HKH , VRD )
New curr VRD after R and step 445
Found ( TJN , FGM )
New curr TJN after L and step 446
Found ( PJB , NTQ )
New curr NTQ after R and step 447
Found ( RMN , HLB )
New curr RMN after L and step 448
Found ( XHH , XNC )
New curr XNC after R and step 449
Found ( LTX , PHJ )
New curr LTX after L and step 450
Found ( XFB , CGP )
New curr CGP after R and step 451
Found ( NKP , FBF )
New curr NKP after L and step 452
Found ( XCH , XNH )
New curr XNH after R and step 453
Found ( JJJ , DHC )
New curr DHC after R and step 454
Found ( QGV , FNH )
New curr FNH after R and step 455
Found ( KQV , RFD )
New curr KQV after L and step 456
Found ( QRN , KDK )
New curr KDK after R and step 457
Found ( XSG , LHL )
New curr LHL after R and step 458
Found ( HSC , LBV )
New curr HSC after L and step 459
Found ( STJ , HHF )
New curr HHF after R and step 460
Found ( XQC , GSF )
New curr GSF after R and step 461
Found ( KPM , DRC )
New curr KPM after L and step 462
Found ( RBC , THN )
New curr THN after R and step 463
Found ( QVH , DVT )
New curr DVT after R and step 464
Found ( NMB , LCB )
New curr NMB after L and step 465
Found ( QRQ , DGD )
New curr DGD after R and step 466
Found ( MTL , NTG )
New curr NTG after R and step 467
Found ( DPX , CBV )
New curr DPX after L and step 468
Found ( CGB , PGV )
New curr PGV after R and step 469
Found ( VCG , VXJ )
New curr VXJ after R and step 470
Found ( LBP , VDG )
New curr LBP after L and step 471
Found ( PCJ , MCK )
New curr MCK after R and step 472
Found ( NJD , XDX )
New curr NJD after L and step 473
Found ( HPH , VFJ )
New curr VFJ after R and step 474
Found ( HHJ , VKM )
New curr VKM after R and step 475
Found ( QFF , NLD )
New curr NLD after R and step 476
Found ( VCM , NTD )
New curr VCM after L and step 477
Found ( QVX , RTD )
New curr RTD after R and step 478
Found ( KBS , GDV )
New curr GDV after R and step 479
Found ( TQH , VRC )
New curr VRC after R and step 480
Found ( MQD , KJG )
New curr MQD after L and step 481
Found ( JNF , LSR )
New curr LSR after R and step 482
Found ( FFJ , DMT )
New curr DMT after R and step 483
Found ( RHS , JNG )
New curr JNG after R and step 484
Found ( KBM , KLG )
New curr KBM after L and step 485
Found ( PCV , DBP )
New curr DBP after R and step 486
Found ( RMQ , NMT )
New curr RMQ after L and step 487
Found ( CCV , JST )
New curr JST after R and step 488
Found ( JFH , QNK )
New curr JFH after L and step 489
Found ( TCH , DCB )
New curr TCH after L and step 490
Found ( TDN , FRB )
New curr FRB after R and step 491
Found ( BBD , TPB )
New curr TPB after R and step 492
Found ( MQR , JXH )
New curr MQR after L and step 493
Found ( VRG , BRX )
New curr BRX after R and step 494
Found ( PFM , JTS )
New curr JTS after R and step 495
Found ( GTF , KBP )
New curr KBP after R and step 496
Found ( QTJ , ZZZ )
New curr QTJ after L and step 497
Found ( TVT , NBP )
New curr NBP after R and step 498
Found ( GKC , HKC )
New curr HKC after R and step 499
Found ( NDF , QGS )
New curr NDF after L and step 500
Found ( PLK , RTX )
New curr RTX after R and step 501
Found ( RJR , JJF )
New curr RJR after L and step 502
Found ( BNG , DNT )
New curr DNT after R and step 503
Found ( KLS , RNC )
New curr RNC after R and step 504
Found ( SMQ , FPM )
New curr FPM after R and step 505
Found ( LRR , HJP )
New curr LRR after L and step 506
Found ( KGF , SRS )
New curr SRS after R and step 507
Found ( MRL , VKB )
New curr VKB after R and step 508
Found ( NMK , BKV )
New curr NMK after L and step 509
Found ( PSR , NKS )
New curr NKS after R and step 510
Found ( FPL , DHF )
New curr DHF after R and step 511
Found ( VQV , SDB )
New curr SDB after R and step 512
Found ( RFL , BPB )
New curr RFL after L and step 513
Found ( NNT , DMH )
New curr DMH after R and step 514
Found ( BSR , FQV )
New curr FQV after R and step 515
Found ( HKH , VRD )
New curr HKH after L and step 516
Found ( FGM , TJN )
New curr FGM after L and step 517
Found ( PJB , NTQ )
New curr NTQ after R and step 518
Found ( RMN , HLB )
New curr HLB after R and step 519
Found ( XHH , XNC )
New curr XHH after L and step 520
Found ( LTX , PHJ )
New curr LTX after L and step 521
Found ( XFB , CGP )
New curr XFB after L and step 522
Found ( NKP , FBF )
New curr FBF after R and step 523
Found ( XCH , XNH )
New curr XNH after R and step 524
Found ( JJJ , DHC )
New curr DHC after R and step 525
Found ( QGV , FNH )
New curr FNH after R and step 526
Found ( KQV , RFD )
New curr KQV after L and step 527
Found ( QRN , KDK )
New curr KDK after R and step 528
Found ( XSG , LHL )
New curr LHL after R and step 529
Found ( HSC , LBV )
New curr HSC after L and step 530
Found ( STJ , HHF )
New curr STJ after L and step 531
Found ( GSF , XQC )
New curr XQC after R and step 532
Found ( KPM , DRC )
New curr DRC after R and step 533
Found ( RBC , THN )
New curr RBC after L and step 534
Found ( DVT , QVH )
New curr DVT after L and step 535
Found ( NMB , LCB )
New curr LCB after R and step 536
Found ( DGD , QRQ )
New curr QRQ after R and step 537
Found ( NTG , MTL )
New curr MTL after R and step 538
Found ( DPX , CBV )
New curr DPX after L and step 539
Found ( CGB , PGV )
New curr PGV after R and step 540
Found ( VCG , VXJ )
New curr VCG after L and step 541
Found ( VDG , LBP )
New curr LBP after R and step 542
Found ( PCJ , MCK )
New curr MCK after R and step 543
Found ( NJD , XDX )
New curr NJD after L and step 544
Found ( HPH , VFJ )
New curr VFJ after R and step 545
Found ( HHJ , VKM )
New curr HHJ after L and step 546
Found ( QFF , NLD )
New curr NLD after R and step 547
Found ( VCM , NTD )
New curr VCM after L and step 548
Found ( QVX , RTD )
New curr RTD after R and step 549
Found ( KBS , GDV )
New curr GDV after R and step 550
Found ( TQH , VRC )
New curr TQH after L and step 551
Found ( KJG , MQD )
New curr MQD after R and step 552
Found ( JNF , LSR )
New curr JNF after L and step 553
Found ( FFJ , DMT )
New curr DMT after R and step 554
Found ( RHS , JNG )
New curr RHS after L and step 555
Found ( KBM , KLG )
New curr KLG after R and step 556
Found ( DBP , PCV )
New curr DBP after L and step 557
Found ( RMQ , NMT )
New curr RMQ after L and step 558
Found ( CCV , JST )
New curr CCV after L and step 559
Found ( JFH , QNK )
New curr QNK after R and step 560
Found ( TCH , DCB )
New curr DCB after R and step 561
Found ( FRB , TDN )
New curr TDN after R and step 562
Found ( TPB , BBD )
New curr TPB after L and step 563
Found ( MQR , JXH )
New curr JXH after R and step 564
Found ( VRG , BRX )
New curr VRG after L and step 565
Found ( PFM , PFM )
New curr PFM after R and step 566
Found ( GTF , GTF )
New curr GTF after R and step 567
Found ( QTJ , QTJ )
New curr QTJ after L and step 568
Found ( TVT , NBP )
New curr TVT after L and step 569
Found ( GKC , HKC )
New curr HKC after R and step 570
Found ( NDF , QGS )
New curr NDF after L and step 571
Found ( PLK , RTX )
New curr RTX after R and step 572
Found ( RJR , JJF )
New curr JJF after R and step 573
Found ( DNT , BNG )
New curr BNG after R and step 574
Found ( RNC , KLS )
New curr RNC after L and step 575
Found ( SMQ , FPM )
New curr FPM after R and step 576
Found ( LRR , HJP )
New curr HJP after R and step 577
Found ( KGF , SRS )
New curr SRS after R and step 578
Found ( MRL , VKB )
New curr MRL after L and step 579
Found ( BKV , NMK )
New curr NMK after R and step 580
Found ( PSR , NKS )
New curr PSR after L and step 581
Found ( DHF , FPL )
New curr FPL after R and step 582
Found ( SDB , VQV )
New curr SDB after L and step 583
Found ( RFL , BPB )
New curr BPB after R and step 584
Found ( DMH , NNT )
New curr NNT after R and step 585
Found ( BSR , FQV )
New curr FQV after R and step 586
Found ( HKH , VRD )
New curr HKH after L and step 587
Found ( FGM , TJN )
New curr FGM after L and step 588
Found ( PJB , NTQ )
New curr NTQ after R and step 589
Found ( RMN , HLB )
New curr HLB after R and step 590
Found ( XHH , XNC )
New curr XHH after L and step 591
Found ( LTX , PHJ )
New curr LTX after L and step 592
Found ( XFB , CGP )
New curr CGP after R and step 593
Found ( NKP , FBF )
New curr NKP after L and step 594
Found ( XCH , XNH )
New curr XNH after R and step 595
Found ( JJJ , DHC )
New curr JJJ after L and step 596
Found ( FNH , QGV )
New curr QGV after R and step 597
Found ( RFD , KQV )
New curr KQV after R and step 598
Found ( QRN , KDK )
New curr KDK after R and step 599
Found ( XSG , LHL )
New curr XSG after L and step 600
Found ( LBV , HSC )
New curr HSC after R and step 601
Found ( STJ , HHF )
New curr STJ after L and step 602
Found ( GSF , XQC )
New curr GSF after L and step 603
Found ( KPM , DRC )
New curr DRC after R and step 604
Found ( RBC , THN )
New curr THN after R and step 605
Found ( QVH , DVT )
New curr DVT after R and step 606
Found ( NMB , LCB )
New curr NMB after L and step 607
Found ( QRQ , DGD )
New curr DGD after R and step 608
Found ( MTL , NTG )
New curr MTL after L and step 609
Found ( DPX , CBV )
New curr DPX after L and step 610
Found ( CGB , PGV )
New curr PGV after R and step 611
Found ( VCG , VXJ )
New curr VCG after L and step 612
Found ( VDG , LBP )
New curr LBP after R and step 613
Found ( PCJ , MCK )
New curr MCK after R and step 614
Found ( NJD , XDX )
New curr XDX after R and step 615
Found ( HPH , VFJ )
New curr HPH after L and step 616
Found ( HHJ , VKM )
New curr VKM after R and step 617
Found ( QFF , NLD )
New curr QFF after L and step 618
Found ( NTD , VCM )
New curr VCM after R and step 619
Found ( QVX , RTD )
New curr RTD after R and step 620
Found ( KBS , GDV )
New curr GDV after R and step 621
Found ( TQH , VRC )
New curr TQH after L and step 622
Found ( KJG , MQD )
New curr MQD after R and step 623
Found ( JNF , LSR )
New curr LSR after R and step 624
Found ( FFJ , DMT )
New curr DMT after R and step 625
Found ( RHS , JNG )
New curr RHS after L and step 626
Found ( KBM , KLG )
New curr KBM after L and step 627
Found ( PCV , DBP )
New curr DBP after R and step 628
Found ( RMQ , NMT )
New curr NMT after R and step 629
Found ( JST , CCV )
New curr CCV after R and step 630
Found ( JFH , QNK )
New curr JFH after L and step 631
Found ( TCH , DCB )
New curr TCH after L and step 632
Found ( TDN , FRB )
New curr FRB after R and step 633
Found ( BBD , TPB )
New curr TPB after R and step 634
Found ( MQR , JXH )
New curr JXH after R and step 635
Found ( VRG , BRX )
New curr VRG after L and step 636
Found ( PFM , PFM )
New curr PFM after R and step 637
Found ( GTF , GTF )
New curr GTF after R and step 638
Found ( QTJ , QTJ )
New curr QTJ after L and step 639
Found ( TVT , NBP )
New curr NBP after R and step 640
Found ( GKC , HKC )
New curr HKC after R and step 641
Found ( NDF , QGS )
New curr QGS after R and step 642
Found ( RTX , PLK )
New curr RTX after L and step 643
Found ( RJR , JJF )
New curr RJR after L and step 644
Found ( BNG , DNT )
New curr DNT after R and step 645
Found ( KLS , RNC )
New curr RNC after R and step 646
Found ( SMQ , FPM )
New curr FPM after R and step 647
Found ( LRR , HJP )
New curr LRR after L and step 648
Found ( KGF , SRS )
New curr SRS after R and step 649
Found ( MRL , VKB )
New curr VKB after R and step 650
Found ( NMK , BKV )
New curr NMK after L and step 651
Found ( PSR , NKS )
New curr NKS after R and step 652
Found ( FPL , DHF )
New curr DHF after R and step 653
Found ( VQV , SDB )
New curr VQV after L and step 654
Found ( BPB , RFL )
New curr RFL after R and step 655
Found ( NNT , DMH )
New curr DMH after R and step 656
Found ( BSR , FQV )
New curr BSR after L and step 657
Found ( VRD , HKH )
New curr VRD after L and step 658
Found ( TJN , FGM )
New curr FGM after R and step 659
Found ( PJB , NTQ )
New curr PJB after L and step 660
Found ( RMN , HLB )
New curr HLB after R and step 661
